ligand,receptor,pathway,function,AX,LA,LV,RA,RV,SP,mean_score
COL1A1,ITGB8,ecm,functional,0.08329814176378733,0.0,0.0,0.0,0.10647657133540082,0.0,0.03162911884986469
SEMA3B,PLXNA2,ligand,functional,0.0,0.0,0.0,0.18951440264318506,0.0,0.0,0.03158573377386418
TNFRSF1A,RIPK3,ligand,functional,0.11272210184247344,0.0,0.07677520654081096,0.0,0.0,0.0,0.0315828847305474
LYN,ITPR1,cell_adhesion,functional,0.0,0.0,0.056022295050260996,0.0,0.0,0.13236282326364435,0.031397519718984225
CCL5,CXCR4,ligand,functional,0.0,0.0,0.02933556786027172,0.08576661794230084,0.07296071211040744,0.0,0.03134381631883
LYN,INPP5D,cell_adhesion,functional,0.0,0.05959369885423835,0.04045434803547279,0.0,0.0,0.08790087884169674,0.031324820955234645
LAMB3,CD44,ecm,functional,0.0,0.0,0.05212677188413904,0.0,0.0,0.13543774943367767,0.03126075355296945
FGF2,THBS1,ligand,functional,0.0,0.18719373774966466,0.0,0.0,0.0,0.0,0.031198956291610777
COL5A1,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.18708161324848674,0.0,0.03118026887474779
SERPINF1,PPARG,ligand,functional,0.0,0.0,0.18707153967510712,0.0,0.0,0.0,0.031178589945851185
APOE,LSR,ligand,functional,0.1868787512887203,0.0,0.0,0.0,0.0,0.0,0.03114645854812005
LFNG,JAG1,ligand,functional,0.0,0.0,0.07442741472796519,0.0,0.11112876139807075,0.0,0.03092602935433932
COL5A1,ITGA8,ecm,functional,0.0,0.09416823493698107,0.024117769865507687,0.0,0.06673631698083198,0.0,0.030837053630553456
THBS2,ITGA2,ecm,functional,0.0,0.05007148819792134,0.0,0.08236287049593011,0.05244713377057841,0.0,0.030813582077404977
HSPA8,MAPK10,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.18440870740674403,0.030734784567790673
SERPINE1,PLAT,ecm_regulator,functional,0.0,0.14968627713540925,0.034400635635525464,0.0,0.0,0.0,0.030681152128489115
IL6,CTSB,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.1837697327070402,0.0306282887845067
PTPN6,INSR,ligand,functional,0.18304160463934094,0.0,0.0,0.0,0.0,0.0,0.030506934106556822
MBP,CXCL12,cell_adhesion,functional,0.0,0.0,0.18280917141899122,0.0,0.0,0.0,0.030468195236498536
IL10RB,MAP3K5,cell_adhesion,functional,0.0,0.0,0.0557296553800033,0.0,0.12667379483516478,0.0,0.030400575035861344
HLA-DRA,MAP4K1,ligand,functional,0.0,0.07033274670667394,0.0,0.11151441163399692,0.0,0.0,0.030307859723445144
CXCL14,CCR1,ligand,functional,0.029258027998375378,0.07512847825673578,0.0,0.0,0.07693042125087764,0.0,0.030219487917664798
CBL,ITGA5,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.1812063485226376,0.030201058087106266
ITGA5,CBL,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.18120634852263756,0.03020105808710626
COL6A3,ITGA2,ecm,functional,0.0,0.10279598618420384,0.0,0.0,0.07835268744645965,0.0,0.030191445605110584
PGF,PDGFRA,ligand,functional,0.18011637634388675,0.0,0.0,0.0,0.0,0.0,0.03001939605731446
BTK,ZYX,cell_adhesion,functional,0.06690240489761581,0.0,0.0,0.0,0.0,0.11286397760496483,0.029961063750430107
AXL,ADAM17,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.1792969677549474,0.029882827959157903
PDGFA,MET,ligand,functional,0.0,0.0,0.058708948950372625,0.0,0.12025530909109082,0.0,0.029827376340243905
IGF1,PRKAA1,ligand,functional,0.0,0.0,0.0,0.0,0.1776741407615809,0.0,0.029612356793596816
SEMA3C,PLXNA2,ligand,functional,0.0,0.0,0.0,0.1776192205545781,0.0,0.0,0.029603203425763017
CXCL12,GNAQ,ligand,functional,0.0,0.0,0.17675628268848342,0.0,0.0,0.0,0.02945938044808057
PIK3CA,PLCG2,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.17640667049383799,0.029401111748973
HBEGF,PIK3CA,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.1758367695624957,0.02930612826041595
COL1A1,ITGA3,ecm,functional,0.0,0.0,0.17578782445104552,0.0,0.0,0.0,0.029297970741840918
CSF1R,LYN,cell_adhesion,functional,0.08987580808763375,0.0,0.08511578494870435,0.0,0.0,0.0,0.02916526550605635
FLNA,EPHA2,ecm,functional,0.0,0.0,0.17492276111568206,0.0,0.0,0.0,0.02915379351928034
LYN,EMB,cell_adhesion,functional,0.0802934951291654,0.09411312871100107,0.0,0.0,0.0,0.0,0.029067770640027746
CXCL12,EPHB2,ligand,functional,0.0,0.17371032653673,0.0,0.0,0.0,0.0,0.028951721089455
LPAR1,LYN,ligand,functional,0.06831523416250934,0.0,0.0,0.0,0.0,0.10480005905155941,0.028852548869011462
COL1A2,ITGB7,ecm,functional,0.0,0.0,0.04622027244546003,0.0,0.12670555245168028,0.0,0.02882097081619005
CCL13,CXCR4,ligand,functional,0.0,0.11571742916940578,0.0,0.0,0.056438943851992836,0.0,0.02869272883689977
FGF2,PDGFRA,ligand,functional,0.0,0.17167832443762565,0.0,0.0,0.0,0.0,0.02861305407293761
HCST,PLCG1,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.17151048573234243,0.0,0.028585080955390405
IGF1,MET,ligand,functional,0.0,0.0,0.044370153980047275,0.0,0.1269845780329917,0.0,0.02855912200217316
COL1A2,ITGA10,ecm,functional,0.11811072057892638,0.0,0.052444759785906056,0.0,0.0,0.0,0.028425913394138736
HAS1,CD44,ecm,functional,0.0,0.1439384181149469,0.0,0.0,0.0,0.026413675025434055,0.02839201552339683
GRK2,CXCR4,cell_adhesion,functional,0.0,0.0,0.0,0.17018346189299183,0.0,0.0,0.028363910315498637
TGFB2,TGFBR1,ligand,functional,0.0,0.0,0.0,0.050205920061619974,0.0,0.11980126062869899,0.028334530115053158
SPP1,ITGB8,ligand,functional,0.02493185921711991,0.0,0.0,0.09473370126843271,0.05018148461171535,0.0,0.02830784084954466
CSF1,MSR1,ligand,functional,0.0,0.16895796418650477,0.0,0.0,0.0,0.0,0.028159660697750794
IGFBP4,ESR1,ecm,functional,0.08647406101567358,0.0,0.0,0.0,0.08218305933988493,0.0,0.028109520059259752
PDGFA,PLCG1,ligand,functional,0.0,0.0,0.0,0.0,0.16834324659424638,0.0,0.02805720776570773
TNC,ITGB5,ecm,functional,0.1679765271866479,0.0,0.0,0.0,0.0,0.0,0.027996087864441317
CLU,IKBKB,ligand,functional,0.0,0.0,0.16787125961838786,0.0,0.0,0.0,0.027978543269731312
MMP14,PTK7,ecm_regulator,functional,0.05590210703745325,0.0,0.0,0.11147741030233879,0.0,0.0,0.027896586223298672
COL1A1,ITGA2,ecm,functional,0.0,0.10708324467812831,0.0,0.0,0.059565961305633776,0.0,0.02777486766396035
IL6,CSF1,ligand,functional,0.0,0.0,0.0,0.16639864150306288,0.0,0.0,0.027733106917177147
MMP14,PTGS2,ecm_regulator,functional,0.0,0.0,0.0,0.14177820391273868,0.0,0.024511720059223818,0.027714987328660415
SERPINA5,PLAT,ecm,functional,0.0,0.1387971125971822,0.027373340582740616,0.0,0.0,0.0,0.027695075529987134
PTPRC,MRC1,cell_surface_ligand,functional,0.0,0.16610904073205066,0.0,0.0,0.0,0.0,0.027684840122008444
MRC1,PTPRC,cell_surface_ligand,functional,0.0,0.16610904073205063,0.0,0.0,0.0,0.0,0.027684840122008437
PDGFRA,SPHK1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.16601102406507492,0.02766850401084582
VCAM1,CYBB,ligand,functional,0.049620916462980454,0.0,0.0,0.0,0.11568936784315877,0.0,0.027551714051023204
INSR,NTRK2,ligand_regulator,functional,0.16459997099318432,0.0,0.0,0.0,0.0,0.0,0.027433328498864054
COL5A1,ITGA9,ecm,functional,0.0,0.16456514299658448,0.0,0.0,0.0,0.0,0.02742752383276408
LYN,FCGR2B,cell_adhesion,functional,0.06022024462537586,0.10366553771312084,0.0,0.0,0.0,0.0,0.02731429705641612
MFNG,NOTCH3,ecm,functional,0.0,0.0,0.16369804711876226,0.0,0.0,0.0,0.027283007853127043
CXCL8,ACKR1,ligand,functional,0.0,0.0,0.018086753950998645,0.0,0.06621367061810646,0.07930432555129734,0.027267458353400404
IL1R1,CHUK,cell_adhesion,functional,0.09374833192062938,0.0,0.06937452353935838,0.0,0.0,0.0,0.02718714257666463
TGFB1,COL1A1,ligand,functional,0.0,0.0,0.16304974740914494,0.0,0.0,0.0,0.027174957901524157
ADAM17,HBEGF,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.16300055113579015,0.02716675852263169
FGF2,CD44,ligand,functional,0.0,0.16181327731837358,0.0,0.0,0.0,0.0,0.026968879553062264
TNC,ITGB4,ecm,functional,0.06850686656259591,0.0,0.028975704109766794,0.0,0.06403795724640339,0.0,0.026920087986461016
EPHB3,ROCK1,cell_surface_ligand,functional,0.0,0.08187612594855462,0.0,0.0,0.0,0.07898077710788733,0.026809483842740327
PECAM1,CD177,ligand,functional,0.0,0.0,0.0,0.0,0.16029386749099944,0.0,0.02671564458183324
CD177,PECAM1,ligand,functional,0.0,0.0,0.0,0.0,0.16029386749099941,0.0,0.026715644581833235
COL5A1,ITGA10,ecm,functional,0.042099511298121554,0.09856268133896474,0.01836885645108077,0.0,0.0,0.0,0.026505174848027845
TNFRSF1A,IKBKB,ligand,functional,0.0,0.0,0.15894905269762513,0.0,0.0,0.0,0.02649150878293752
COL6A2,ITGB7,ecm,functional,0.0,0.0,0.0,0.15865910477390582,0.0,0.0,0.026443184128984304
FN1,CD79A,ecm,functional,0.0,0.0,0.022795321405219966,0.13552267713969426,0.0,0.0,0.02638633309081904
EDN1,MCAM,ligand,functional,0.0,0.0,0.0,0.0,0.15812974093549212,0.0,0.02635495682258202
TGFB1,PTGS2,ligand,functional,0.0,0.0,0.0,0.15736924598721783,0.0,0.0,0.026228207664536304
IGF1,HDAC3,ligand,functional,0.0,0.1572852749060587,0.0,0.0,0.0,0.0,0.02621421248434312
PTPN6,STAT3,ligand,functional,0.1572224427784469,0.0,0.0,0.0,0.0,0.0,0.026203740463074485
LAMB3,ITGA5,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.1570374573731165,0.026172909562186084
SPP1,SYK,ligand,functional,0.0,0.0,0.04214118837073813,0.0,0.0,0.1148206721879203,0.026160310093109738
TLR4,SGK1,cell_adhesion,functional,0.0,0.15664087499363724,0.0,0.0,0.0,0.0,0.02610681249893954
JAG2,VASN,ligand,functional,0.15644955715954967,0.0,0.0,0.0,0.0,0.0,0.02607492619325828
HP,TLR4,ligand,functional,0.0,0.15640871174286922,0.0,0.0,0.0,0.0,0.026068118623811535
PTPRF,DAPK1,inhibitory_cofactor,functional,0.0,0.06977264043701505,0.0,0.08602882247176677,0.0,0.0,0.025966910484796973
FGF2,ICAM1,ligand,functional,0.0,0.15556254420646942,0.0,0.0,0.0,0.0,0.025927090701078237
CD44,SELE,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.15494778795889674,0.02582463132648279
SELE,CD44,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.15494778795889674,0.02582463132648279
FGF18,PLCG1,ligand,functional,0.0,0.0,0.0,0.0,0.15489875938399814,0.0,0.025816459897333024
COL4A4,DDR2,ecm,functional,0.0,0.0,0.04616959642956118,0.0,0.10788532509921556,0.0,0.02567582025479612
SELE,VCAN,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.15404833024588208,0.02567472170764701
TNXB,ITGB7,ecm,functional,0.0,0.0,0.0,0.1536501866915073,0.0,0.0,0.02560836444858455
TGFBR1,XIAP,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.15358442525503657,0.025597404209172763
DDR2,PRKCD,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.15339859504961828,0.0,0.025566432508269715
HCST,PLCG2,cell_surface_ligand,functional,0.0,0.15327873773858608,0.0,0.0,0.0,0.0,0.025546456289764347
THBS2,ITGA9,ecm,functional,0.0,0.1528292107814475,0.0,0.0,0.0,0.0,0.025471535130241252
LYN,LAIR1,cell_adhesion,functional,0.0,0.0954580890180112,0.05636006038791179,0.0,0.0,0.0,0.025303024900987164
COMP,ITGA3,ecm,functional,0.0,0.0,0.0,0.15179744906188936,0.0,0.0,0.025299574843648226
MMP2,HPSE,ecm,functional,0.0659444942946997,0.0,0.0,0.0,0.08562877338884926,0.0,0.02526221128059149
THBS1,LRP2,ecm,functional,0.0,0.04562340929716612,0.0,0.045850416109377186,0.05979930057575823,0.0,0.025212187663716922
TNFRSF1A,MAP3K5,ligand,functional,0.0,0.0,0.15098583600142745,0.0,0.0,0.0,0.025164306000237908
ADM,RAMP3,ligand,functional,0.15046498993237528,0.0,0.0,0.0,0.0,0.0,0.025077498322062547
LYN,MUC1,cell_adhesion,functional,0.0,0.055910141778151866,0.027885575067114445,0.0,0.0,0.06608384365828682,0.024979926750592185
ADAM17,NOTCH2,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.1497738301323134,0.024962305022052236
COL6A1,ITGB7,ecm,functional,0.0,0.0,0.0,0.0,0.14907062889432518,0.0,0.024845104815720862
NTN1,PIK3CA,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.14844931685653265,0.02474155280942211
CXCL9,ACKR1,ligand,functional,0.0,0.0,0.016915350457803485,0.0,0.07090626013101049,0.0605798544304433,0.024733577503209547
EGFR,AXL,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.14768973043454917,0.0,0.024614955072424862
AXL,EGFR,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.14768973043454914,0.0,0.024614955072424855
TGFB1,ACVRL1,ligand,functional,0.0,0.0,0.1466466190093314,0.0,0.0,0.0,0.0244411031682219
ACVRL1,TGFB1,cell_adhesion,functional,0.0,0.0,0.1466466190093314,0.0,0.0,0.0,0.0244411031682219
NGF,SOS1,ligand,functional,0.0,0.0,0.05628770020126506,0.0,0.09003305216932093,0.0,0.024386792061764334
PTN,ROR1,ligand,functional,0.0,0.0,0.0,0.14631262595203293,0.0,0.0,0.024385437658672154
MYOC,FZD7,ecm,functional,0.0,0.14572143073864635,0.0,0.0,0.0,0.0,0.024286905123107726
WWTR1,PPARG,tight_junction,functional,0.0,0.14543882017418633,0.0,0.0,0.0,0.0,0.02423980336236439
CXCL2,CXCR4,ligand,functional,0.0,0.0,0.0,0.1453062187775467,0.0,0.0,0.02421770312959112
TREM2,TNFRSF12A,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.14519832331235033,0.02419972055205839
HMOX1,CXCL10,ecm,functional,0.009949688800058797,0.0,0.0,0.04473536936576247,0.0476256611048579,0.042364874301531644,0.024112598928701805
TGFBR1,GNA13,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.14451336405965795,0.02408556067660966
ACTR2,LRP2,ligand,functional,0.0,0.06366308942550417,0.0,0.08064358425554606,0.0,0.0,0.024051112280175035
FN1,BIRC5,ecm,functional,0.0,0.0,0.0,0.05174643002211586,0.0,0.09253438015974466,0.02404680169697675
HSP90AA1,BIRC5,cell_adhesion,functional,0.0,0.0,0.0,0.05498368573469545,0.0,0.08915155909295948,0.024022540804609156
LGALS9,PTPRC,ligand,functional,0.0,0.14407534009304762,0.0,0.0,0.0,0.0,0.024012556682174602
PRG4,TLR4,ligand,functional,0.0,0.1437695918530991,0.0,0.0,0.0,0.0,0.023961598642183182
B2M,GZMB,ecm,functional,0.0,0.14352353210160657,0.0,0.0,0.0,0.0,0.023920588683601095
CXCL1,ACKR1,ligand,functional,0.0,0.0,0.0,0.0,0.14347723717802002,0.0,0.023912872863003337
SAA1,FPR1,ligand,functional,0.01627749405038528,0.12635515042409654,0.0,0.0,0.0,0.0,0.023772107412413635
EGFR,FCGR2A,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.14121315633285045,0.0,0.023535526055475074
EDNRA,GNAQ,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.14086684588958426,0.023477807648264043
CPM,CD14,cell_surface_enzyme,functional,0.14010967204290192,0.0,0.0,0.0,0.0,0.0,0.02335161200715032
CBL,PDGFRA,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.14005172706086394,0.02334195451014399
LYN,NTRK2,cell_adhesion,functional,0.04273462397737182,0.0,0.03610732129064192,0.0,0.0,0.06088037688652733,0.023287053692423513
COL5A2,LAIR1,ecm,functional,0.0,0.13962638365651114,0.0,0.0,0.0,0.0,0.023271063942751857
CCL8,ACKR1,ligand,functional,0.03547448780651379,0.0,0.021426443044815436,0.0,0.08240586208934594,0.0,0.02321779882344586
PDPN,PLCG2,cell_surface_ligand,functional,0.0,0.13890513495097925,0.0,0.0,0.0,0.0,0.02315085582516321
S100B,TNFRSF1A,ligand,functional,0.0,0.0,0.13867015770791394,0.0,0.0,0.0,0.02311169295131899
COMP,ITGB5,ecm,functional,0.13858395482271305,0.0,0.0,0.0,0.0,0.0,0.02309732580378551
SYK,MDM2,cell_adhesion,functional,0.0,0.0,0.03985856824924926,0.0,0.0,0.09832287479381208,0.02303024050717689
COL5A2,ITGA9,ecm,functional,0.0,0.13813760426553312,0.0,0.0,0.0,0.0,0.02302293404425552
PRG4,TLR2,ligand,functional,0.0,0.0,0.0,0.0,0.09448894728579121,0.04356738501381793,0.023009388716601523
PDGFRA,PIK3R2,cell_adhesion,functional,0.13799632067044273,0.0,0.0,0.0,0.0,0.0,0.022999386778407124
SPP1,ITGA2,ligand,functional,0.0,0.04144173157490382,0.0,0.06497378930258982,0.031205339488059185,0.0,0.02293681006092547
CXCR4,GNAI3,cell_adhesion,functional,0.0,0.13662033893847075,0.0,0.0,0.0,0.0,0.022770056489745127
GNAI3,CXCR4,cell_adhesion,functional,0.0,0.1366203389384707,0.0,0.0,0.0,0.0,0.022770056489745116
TGFBR1,ACVR1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.13646030089139916,0.02274338348189986
IL1R1,IRAK3,cell_adhesion,functional,0.0,0.13584022030742574,0.0,0.0,0.0,0.0,0.02264003671790429
PI16,TNFRSF21,ligand,functional,0.1356558332140542,0.0,0.0,0.0,0.0,0.0,0.022609305535675698
GRK2,PRKCA,cell_adhesion,functional,0.0,0.0,0.0,0.13550995366510785,0.0,0.0,0.022584992277517976
MET,ITGB4,cell_adhesion,functional,0.0,0.0,0.04635475123575436,0.0,0.08885545889044824,0.0,0.022535035021033767
APOE,LRP2,ligand,functional,0.0,0.08455198837566671,0.0,0.0,0.05057693035887561,0.0,0.022521486455757054
NPPA,MME,ligand,functional,0.0,0.0,0.05719550392425662,0.07740840235770023,0.0,0.0,0.02243398438032614
MMP2,LAMC2,ecm,functional,0.13436856446446907,0.0,0.0,0.0,0.0,0.0,0.022394760744078177
NCOR1,PGR,cell_adhesion,functional,0.0,0.0,0.0,0.13416255839363356,0.0,0.0,0.022360426398938926
THBS2,ITGB7,ecm,functional,0.0,0.0,0.0,0.07205013450435276,0.061671957504344434,0.0,0.022287015334782865
MDK,SDC3,ligand,functional,0.0,0.0,0.0,0.0,0.13362714669558554,0.0,0.022271191115930924
SYK,PLCG2,cell_adhesion,functional,0.0,0.0,0.016232929444709793,0.0,0.0,0.11730321284619606,0.022256023715150976
CD58,ICAM1,ligand,functional,0.0,0.0,0.13308881006470352,0.0,0.0,0.0,0.022181468344117255
EDNRA,GNA13,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.13290363474894376,0.022150605791490627
COL6A1,ITGA2,ecm,functional,0.0,0.0,0.0,0.0,0.13239357426824375,0.0,0.022065595711373957
FGF14,PDGFRB,ligand,functional,0.13211419107812308,0.0,0.0,0.0,0.0,0.0,0.022019031846353846
LYN,PIK3CA,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.132015252920423,0.02200254215340383
TNFRSF1A,PPARG,ligand,functional,0.0,0.0,0.13149685348728374,0.0,0.0,0.0,0.021916142247880622
GPC3,LRP1,receptor_regulator,functional,0.0,0.0,0.13035368431860594,0.0,0.0,0.0,0.02172561405310099
TNC,ITGA9,ecm,functional,0.0,0.13011864249913038,0.0,0.0,0.0,0.0,0.02168644041652173
ICAM3,ITGB2,ligand,functional,0.12928761744773826,0.0,0.0,0.0,0.0,0.0,0.02154793624128971
ITGB2,ICAM3,cell_surface_ligand,functional,0.12928761744773823,0.0,0.0,0.0,0.0,0.0,0.021547936241289704
CD8A,TGFB1,ligand,functional,0.0,0.0,0.03255572977580221,0.09632201609400973,0.0,0.0,0.02147962431163532
KITLG,CXCR4,ligand,functional,0.0,0.08731068883128511,0.04140603055000462,0.0,0.0,0.0,0.02145278656354829
GNAI3,CD4,cell_adhesion,functional,0.0,0.1286267268873782,0.0,0.0,0.0,0.0,0.02143778781456303
COL3A1,ITGB7,ecm,functional,0.0,0.0,0.03158325838600801,0.0,0.09700598767573437,0.0,0.021431541010290395
PTAFR,MCAM,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.12828548856275107,0.021380914760458513
NGF,NGFR,ligand,functional,0.0,0.0,0.0,0.0,0.12821325586620028,0.0,0.021368875977700045
MMP2,RECK,ecm,functional,0.0,0.0,0.1281258096093273,0.0,0.0,0.0,0.02135430160155455
RECK,MMP2,cell_adhesion,functional,0.0,0.0,0.12812580960932726,0.0,0.0,0.0,0.021354301601554545
SNCA,PSMB2,ligand,functional,0.12786532588990787,0.0,0.0,0.0,0.0,0.0,0.02131088764831798
FGF2,THBS2,ligand,functional,0.0,0.1276383894352104,0.0,0.0,0.0,0.0,0.0212730649058684
AXL,CBL,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.1270405233544816,0.021173420559080267
AXL,IL1RL1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.12684643081107702,0.02114107180184617
THBS2,ITGA10,ecm,functional,0.03750865138540925,0.08933229763203555,0.0,0.0,0.0,0.0,0.021140158169574135
FN1,SDC1,ecm,functional,0.0,0.0,0.0,0.07211152764749496,0.05444087447552605,0.0,0.021092067020503497
SERPINE1,LRP1,ecm_regulator,functional,0.0,0.0,0.12642697168112413,0.0,0.0,0.0,0.02107116194685402
CCL14,ACKR1,ligand,functional,0.0,0.0,0.0,0.0,0.07397222959626845,0.05205297723550557,0.021004201138629
CDKN2A,MMP2,adhesion,functional,0.0,0.0,0.023987549528563804,0.0,0.10160466776875667,0.0,0.02093203621622008
ICAM1,VCAM1,ligand,functional,0.07420429182205654,0.0,0.050401831046553235,0.0,0.0,0.0,0.020767687144768298
VTN,ITGA3,ecm,functional,0.0,0.0,0.0,0.1242412507905094,0.0,0.0,0.020706875131751568
EGFR,TEK,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.12411697724276419,0.0,0.02068616287379403
ADM,ACKR3,ligand,functional,0.12371257078968508,0.0,0.0,0.0,0.0,0.0,0.020618761798280847
CCL11,ACKR4,ligand,functional,0.0,0.025765014971112686,0.0,0.0,0.0,0.09724932241648364,0.020502389564599387
CCL21,ADRA2A,ligand,functional,0.0,0.0,0.05493349501512507,0.0,0.067829600937738,0.0,0.020460515992143845
LPAR1,GNAQ,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.12259212495373868,0.020432020825623114
MXRA5,CD69,ligand,functional,0.0,0.0,0.0,0.05870522148280385,0.033153726831791554,0.02955525734961951,0.020235700944035817
ROR2,FLNA,activating_cofactor,functional,0.0,0.0,0.03590594533393326,0.0,0.08535418352145076,0.0,0.020210021475897334
CXCL2,ACKR1,ligand,functional,0.1211621483073098,0.0,0.0,0.0,0.0,0.0,0.020193691384551633
WNT2B,FZD7,ligand,functional,0.0,0.12031649297143984,0.0,0.0,0.0,0.0,0.020052748828573306
IGF1,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.12009859258133213,0.0,0.02001643209688869
TGFB2,ACVR1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.11867346806501251,0.019778911344168752
EFNA4,PDGFRB,ligand,functional,0.11853964494354377,0.0,0.0,0.0,0.0,0.0,0.01975660749059063
MDK,NOTCH2,ligand,functional,0.0,0.0,0.0,0.0,0.11851574580684357,0.0,0.019752624301140595
FGF18,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.11845152710486104,0.0,0.019741921184143505
CD4,CXCR4,cell_adhesion,functional,0.0,0.11844037537532111,0.0,0.0,0.0,0.0,0.019740062562553517
PDGFA,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.11799765454835269,0.0,0.019666275758058783
RELN,ITGAV,ecm,functional,0.0,0.0,0.0,0.0,0.11782272847441491,0.0,0.019637121412402484
NTN4,NTRK2,ligand,functional,0.11770924048174604,0.0,0.0,0.0,0.0,0.0,0.019618206746957672
GNAI3,HCK,cell_adhesion,functional,0.0,0.11769921241923391,0.0,0.0,0.0,0.0,0.01961653540320565
ARRB2,EGFR,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.11756777430814128,0.0,0.01959462905135688
ANGPTL4,CDH11,ligand,functional,0.0,0.11719923948166076,0.0,0.0,0.0,0.0,0.019533206580276793
EGFR,SOS1,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.11714775404275281,0.0,0.019524625673792134
GNAI3,LYN,cell_adhesion,functional,0.0,0.11640157105193445,0.0,0.0,0.0,0.0,0.019400261841989074
LPAR1,GNA13,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.11619809349067509,0.019366348915112516
VCAN,SELL,ecm,functional,0.0,0.11614383712679566,0.0,0.0,0.0,0.0,0.019357306187799277
SELL,VCAN,ecm,functional,0.0,0.11614383712679564,0.0,0.0,0.0,0.0,0.019357306187799274
LAMA3,CD44,ecm,functional,0.0,0.0,0.022212601179357142,0.0,0.0,0.09377382981539394,0.019331071832458514
THBS2,LRP2,ecm,functional,0.0,0.03600660502470566,0.0,0.048063437622239955,0.0315258712616803,0.0,0.019265985651437653
CXCL8,CXCR4,ligand,functional,0.0,0.0,0.009326071557835902,0.07929145439547024,0.026854808387656328,0.0,0.01924538905682708
